DR_NO;Date Rptd;AREA NAME;Crm Cd Desc
200114835;07/14/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200113521;06/17/2020 12:00:00 AM;Central    ;VEHICLE - STOLEN                                        
200112811;06/03/2020 12:00:00 AM;Central    ;BURGLARY                                                
200115917;08/06/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200116369;08/13/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200117607;09/08/2020 12:00:00 AM;Central    ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
200104267;01/04/2020 12:00:00 AM;Central    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200115212;07/22/2020 12:00:00 AM;Central    ;BIKE - STOLEN                                           
200105240;01/18/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200105663;01/25/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200118281;09/20/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200114029;06/27/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200116947;08/25/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200105212;01/17/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200107120;02/14/2020 12:00:00 AM;Central    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200105947;01/29/2020 12:00:00 AM;Central    ;VEHICLE - STOLEN                                        
200100554;01/20/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200122222;12/10/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200113717;06/21/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200108251;03/02/2020 12:00:00 AM;Central    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
200113466;06/16/2020 12:00:00 AM;Central    ;BURGLARY                                                
200115035;07/13/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200113451;06/15/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200116190;08/11/2020 12:00:00 AM;Central    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200108428;03/04/2020 12:00:00 AM;Central    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
