DR_NO;Date Rptd;AREA NAME;Crm Cd Desc
211300515;01/05/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211307525;03/22/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211309941;05/20/2021 12:00:00 AM;Newton     ;ATTEMPTED ROBBERY                                       
211314487;08/19/2021 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
211317173;10/10/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211309843;05/17/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
211304241;01/06/2021 12:00:00 AM;Newton     ;BURGLARY                                                
211317657;10/18/2021 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221308529;03/23/2022 12:00:00 AM;Newton     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
211309206;05/03/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211313764;08/04/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211313245;07/25/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211310197;05/25/2021 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
211305262;01/30/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211310270;05/26/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211309655;05/12/2021 12:00:00 AM;Newton     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
211304594;01/14/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211311608;06/23/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
211310274;05/26/2021 12:00:00 AM;Newton     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
211312268;07/05/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211309372;05/06/2021 12:00:00 AM;Newton     ;ROBBERY                                                 
211317059;10/07/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211311152;06/14/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211308562;04/15/2021 12:00:00 AM;Newton     ;BRANDISH WEAPON                                         
211320271;12/11/2021 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
211307539;03/21/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211311430;06/18/2021 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221307125;03/01/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211313988;08/09/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211320935;12/27/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211317857;10/23/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
211314524;08/20/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211313890;08/07/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211312199;07/05/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211320886;12/27/2021 12:00:00 AM;Newton     ;EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)              
211305270;01/30/2021 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
211312267;07/06/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211311006;06/10/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211315047;08/30/2021 12:00:00 AM;Newton     ;THROWING OBJECT AT MOVING VEHICLE                       
211308265;04/05/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
211318808;11/12/2021 12:00:00 AM;Newton     ;ROBBERY                                                 
211312344;07/07/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211320278;12/12/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211307053;03/10/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211317654;10/19/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211315220;09/01/2021 12:00:00 AM;Newton     ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
211317256;10/09/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
211314730;08/23/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211307079;03/11/2021 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
211312688;07/04/2021 12:00:00 AM;Newton     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
211319116;11/18/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211311235;06/15/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211300691;04/09/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211319990;12/07/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211315864;09/14/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211307291;03/15/2021 12:00:00 AM;Newton     ;ROBBERY                                                 
211313832;08/06/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211313316;07/27/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211307528;03/21/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221307432;03/05/2022 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
211315856;09/14/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211307683;03/25/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
211320862;12/26/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211311089;06/12/2021 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
211306836;03/04/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211315007;08/29/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211313116;07/22/2021 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
211309642;04/15/2021 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
211313552;07/31/2021 12:00:00 AM;Newton     ;BURGLARY                                                
211308059;04/04/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211307324;03/16/2021 12:00:00 AM;Newton     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
211310109;05/23/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211315559;09/09/2021 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
211312861;07/17/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
211308560;04/15/2021 12:00:00 AM;Newton     ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
211313462;07/29/2021 12:00:00 AM;Newton     ;VIOLATION OF RESTRAINING ORDER                          
211304684;01/15/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211305125;01/26/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
211317399;10/13/2021 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
211305443;02/03/2021 12:00:00 AM;Newton     ;BURGLARY                                                
211306931;03/07/2021 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
211317504;10/15/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211318347;11/02/2021 12:00:00 AM;Newton     ;LYNCHING                                                
211313297;07/26/2021 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
211314179;08/13/2021 12:00:00 AM;Newton     ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
211311049;06/11/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211316407;09/25/2021 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
211306338;02/23/2021 12:00:00 AM;Newton     ;BRANDISH WEAPON                                         
211309638;05/12/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
211315406;09/06/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
211300922;07/25/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211309650;05/09/2021 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
211313608;08/02/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221304020;01/01/2022 12:00:00 AM;Newton     ;BURGLARY                                                
211308153;04/06/2021 12:00:00 AM;Newton     ;ROBBERY                                                 
211309987;05/20/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211314636;08/21/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211318877;11/13/2021 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
211305802;02/11/2021 12:00:00 AM;Newton     ;VIOLATION OF TEMPORARY RESTRAINING ORDER                
211314830;08/25/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
211319526;11/28/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211314210;08/13/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211300791;05/22/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211305721;02/09/2021 12:00:00 AM;Newton     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
211320461;12/17/2021 12:00:00 AM;Newton     ;ROBBERY                                                 
211312766;07/15/2021 12:00:00 AM;Newton     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
211308090;04/04/2021 12:00:00 AM;Newton     ;VIOLATION OF RESTRAINING ORDER                          
211319309;11/22/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211306887;03/05/2021 12:00:00 AM;Newton     ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
211304407;01/10/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211309513;05/09/2021 12:00:00 AM;Newton     ;VIOLATION OF RESTRAINING ORDER                          
211317528;10/16/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211304829;01/19/2021 12:00:00 AM;Newton     ;ROBBERY                                                 
211314916;08/27/2021 12:00:00 AM;Newton     ;ATTEMPTED ROBBERY                                       
211307779;03/27/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211311514;06/21/2021 12:00:00 AM;Newton     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
211314410;08/18/2021 12:00:00 AM;Newton     ;CRIMINAL HOMICIDE                                       
211312232;07/04/2021 12:00:00 AM;Newton     ;VIOLATION OF RESTRAINING ORDER                          
211313232;07/25/2021 12:00:00 AM;Newton     ;ROBBERY                                                 
211308834;04/23/2021 12:00:00 AM;Newton     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
211311998;07/16/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211320402;12/16/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211304596;01/13/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
211313975;08/08/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211310160;05/23/2021 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
211313180;07/23/2021 12:00:00 AM;Newton     ;ROBBERY                                                 
211313928;08/07/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211317083;10/08/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211308565;04/15/2021 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
211311910;06/29/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211308590;04/16/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211307002;03/08/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211314952;08/26/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211317313;10/12/2021 12:00:00 AM;Newton     ;BURGLARY                                                
211318728;11/09/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211309311;05/06/2021 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
211300837;06/13/2021 12:00:00 AM;Newton     ;ORAL COPULATION                                         
211311917;06/29/2021 12:00:00 AM;Newton     ;BURGLARY                                                
211310448;05/26/2021 12:00:00 AM;Newton     ;VIOLATION OF RESTRAINING ORDER                          
211317019;10/07/2021 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
211315550;09/08/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211321075;12/30/2021 12:00:00 AM;Newton     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
211318114;10/28/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211307582;03/22/2021 12:00:00 AM;Newton     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
211313298;07/26/2021 12:00:00 AM;Newton     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
211311986;06/30/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211313574;08/01/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211310354;05/26/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211315792;09/13/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211318517;11/05/2021 12:00:00 AM;Newton     ;BURGLARY                                                
211307211;03/13/2021 12:00:00 AM;Newton     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
211310063;05/22/2021 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
211319013;11/16/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
211314616;08/21/2021 12:00:00 AM;Newton     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
211306998;03/09/2021 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
211320529;12/18/2021 12:00:00 AM;Newton     ;BURGLARY, ATTEMPTED                                     
211313262;07/25/2021 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
211319142;11/16/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
211318688;11/08/2021 12:00:00 AM;Newton     ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
211305512;02/04/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211306239;02/20/2021 12:00:00 AM;Newton     ;ROBBERY                                                 
211310952;06/09/2021 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
211308890;04/25/2021 12:00:00 AM;Newton     ;BURGLARY                                                
211307411;03/18/2021 12:00:00 AM;Newton     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
211311003;06/10/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
211313435;07/29/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
211305424;02/03/2021 12:00:00 AM;Newton     ;BRANDISH WEAPON                                         
211319439;11/24/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211312218;07/05/2021 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
211305529;02/05/2021 12:00:00 AM;Newton     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
211305107;01/26/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211313632;08/02/2021 12:00:00 AM;Newton     ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
211317556;10/17/2021 12:00:00 AM;Newton     ;ROBBERY                                                 
221309415;04/11/2021 12:00:00 AM;Newton     ;BURGLARY                                                
211301150;11/20/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211312072;07/02/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211315377;09/05/2021 12:00:00 AM;Newton     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
211308083;04/04/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211304638;01/15/2021 12:00:00 AM;Newton     ;BRANDISH WEAPON                                         
211308876;04/25/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211309120;04/26/2021 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
211319501;11/25/2021 12:00:00 AM;Newton     ;BUNCO, GRAND THEFT                                      
211311664;06/22/2021 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
211313345;07/27/2021 12:00:00 AM;Newton     ;VIOLATION OF RESTRAINING ORDER                          
211313340;07/27/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211314993;08/28/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211308394;04/10/2021 12:00:00 AM;Newton     ;ROBBERY                                                 
211319505;11/27/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221306170;02/11/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
211311264;06/15/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
221304043;01/02/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211313801;08/05/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211309545;05/11/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211310551;06/01/2021 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
211317087;10/08/2021 12:00:00 AM;Newton     ;ROBBERY                                                 
211311356;06/17/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211318504;11/05/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
211316928;10/05/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211305319;01/31/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211309239;05/03/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211319411;11/23/2021 12:00:00 AM;Newton     ;VIOLATION OF RESTRAINING ORDER                          
211308905;04/26/2021 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
211315761;09/12/2021 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
211316374;09/24/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211316000;09/16/2021 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
211319433;11/25/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211312480;07/09/2021 12:00:00 AM;Newton     ;SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ
211316705;09/30/2021 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
211300942;08/04/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
211308567;04/15/2021 12:00:00 AM;Newton     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
211317757;10/21/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
221306069;02/09/2022 12:00:00 AM;Newton     ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
221309466;04/12/2022 12:00:00 AM;Newton     ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
211306462;02/25/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211304347;01/08/2021 12:00:00 AM;Newton     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
211319274;11/21/2021 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
211316789;10/02/2021 12:00:00 AM;Newton     ;BURGLARY                                                
211308331;04/10/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211315427;09/07/2021 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
211308264;04/05/2021 12:00:00 AM;Newton     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
211318152;10/28/2021 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
211312811;06/29/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
211308911;04/25/2021 12:00:00 AM;Newton     ;ROBBERY                                                 
211320553;12/19/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211308735;04/20/2021 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
211304898;01/21/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
211319379;11/24/2021 12:00:00 AM;Newton     ;BATTERY WITH SEXUAL CONTACT                             
211301136;11/14/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211309354;05/06/2021 12:00:00 AM;Newton     ;BURGLARY                                                
211305522;02/05/2021 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
211307241;03/13/2021 12:00:00 AM;Newton     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
211300852;06/25/2021 12:00:00 AM;Newton     ;DISCHARGE FIREARMS/SHOTS FIRED                          
211320314;12/12/2021 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
211309127;04/30/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211312289;07/06/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
211313867;08/05/2021 12:00:00 AM;Newton     ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
211315580;09/08/2021 12:00:00 AM;Newton     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
211307457;03/19/2021 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
211306765;03/03/2021 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
211312630;07/13/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211314653;08/21/2021 12:00:00 AM;Newton     ;TRESPASSING                                             
231315807;08/17/2023 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
211317154;10/09/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211318163;10/29/2021 12:00:00 AM;Newton     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
211316336;09/23/2021 12:00:00 AM;Newton     ;BURGLARY                                                
211320653;12/21/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211307475;03/20/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211320101;12/09/2021 12:00:00 AM;Newton     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
211308636;04/18/2021 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
211317662;10/18/2021 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
211306725;03/02/2021 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
211307114;03/11/2021 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
211316139;09/19/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
211304658;01/15/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
211313576;08/01/2021 12:00:00 AM;Newton     ;BURGLARY                                                
211312506;07/10/2021 12:00:00 AM;Newton     ;DISTURBING THE PEACE                                    
211318715;11/09/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221304004;12/31/2021 12:00:00 AM;Newton     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
211309152;05/01/2021 12:00:00 AM;Newton     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
211309150;05/01/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211318427;11/04/2021 12:00:00 AM;Newton     ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
211316128;09/20/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211318832;11/09/2021 12:00:00 AM;Newton     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
211320274;12/11/2021 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
211313849;08/06/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211300766;05/12/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211316952;10/05/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211315984;09/16/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
211310878;06/07/2021 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
211313595;08/01/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211311179;06/14/2021 12:00:00 AM;Newton     ;BURGLARY                                                
211320493;12/18/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211314313;08/15/2021 12:00:00 AM;Newton     ;VIOLATION OF COURT ORDER                                
211320763;12/23/2021 12:00:00 AM;Newton     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
211314920;08/27/2021 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
211319972;12/07/2021 12:00:00 AM;Newton     ;BURGLARY                                                
211316438;09/25/2021 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
211312558;07/11/2021 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
211315178;09/01/2021 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211314608;08/21/2021 12:00:00 AM;Newton     ;BURGLARY                                                
211314248;08/14/2021 12:00:00 AM;Newton     ;ROBBERY                                                 
