DR_NO;Date Rptd;AREA NAME;Crm Cd Desc
200619483;12/20/2020 12:00:00 AM;Hollywood  ;VEHICLE - STOLEN                                        
200617494;11/01/2020 12:00:00 AM;Hollywood  ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200606682;02/22/2020 12:00:00 AM;Hollywood  ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200614715;08/30/2020 12:00:00 AM;Hollywood  ;BIKE - STOLEN                                           
200605772;02/06/2020 12:00:00 AM;Hollywood  ;BATTERY - SIMPLE ASSAULT                                
200610590;05/25/2020 12:00:00 AM;Hollywood  ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
200613925;08/13/2020 12:00:00 AM;Hollywood  ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
200611367;06/12/2020 12:00:00 AM;Hollywood  ;BATTERY - SIMPLE ASSAULT                                
200617986;11/13/2020 12:00:00 AM;Hollywood  ;RESISTING ARREST                                        
200616339;10/06/2020 12:00:00 AM;Hollywood  ;ARSON                                                   
200610810;05/29/2020 12:00:00 AM;Hollywood  ;BATTERY - SIMPLE ASSAULT                                
200613346;08/01/2020 12:00:00 AM;Hollywood  ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200612283;07/07/2020 12:00:00 AM;Hollywood  ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200614017;08/16/2020 12:00:00 AM;Hollywood  ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200614293;08/22/2020 12:00:00 AM;Hollywood  ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200617744;11/08/2020 12:00:00 AM;Hollywood  ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
200605012;01/23/2020 12:00:00 AM;Hollywood  ;THEFT, PERSON                                           
200606980;02/26/2020 12:00:00 AM;Hollywood  ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200606142;02/13/2020 12:00:00 AM;Hollywood  ;VEHICLE - STOLEN                                        
200616578;10/11/2020 12:00:00 AM;Hollywood  ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
200613243;07/29/2020 12:00:00 AM;Hollywood  ;VEHICLE - STOLEN                                        
200607626;03/04/2020 12:00:00 AM;Hollywood  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200614351;08/22/2020 12:00:00 AM;Hollywood  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200618489;11/25/2020 12:00:00 AM;Hollywood  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200618418;11/23/2020 12:00:00 AM;Hollywood  ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
200617661;11/06/2020 12:00:00 AM;Hollywood  ;ARSON                                                   
200617146;10/24/2020 12:00:00 AM;Hollywood  ;ROBBERY                                                 
200612181;07/04/2020 12:00:00 AM;Hollywood  ;BATTERY - SIMPLE ASSAULT                                
200608669;04/04/2020 12:00:00 AM;Hollywood  ;BATTERY - SIMPLE ASSAULT                                
200607854;03/13/2020 12:00:00 AM;Hollywood  ;BURGLARY                                                
200609610;04/27/2020 12:00:00 AM;Hollywood  ;PEEPING TOM                                             
200608872;04/07/2020 12:00:00 AM;Hollywood  ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200613355;07/29/2020 12:00:00 AM;Hollywood  ;BURGLARY                                                
200619879;12/31/2020 12:00:00 AM;Hollywood  ;BATTERY - SIMPLE ASSAULT                                
